"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
681,7 Sep 2019 17:40:02.695,7 Sep 2019 18:06:41.295,1598.600
682,8 Sep 2019 04:16:09.794,8 Sep 2019 04:35:02.023,1132.229
683,8 Sep 2019 06:26:36.954,8 Sep 2019 06:56:52.772,1815.818
684,8 Sep 2019 08:44:11.815,8 Sep 2019 09:17:03.999,1972.183
685,8 Sep 2019 11:06:19.260,8 Sep 2019 11:38:41.977,1942.717
686,8 Sep 2019 13:28:20.588,8 Sep 2019 14:00:59.403,1958.815
687,8 Sep 2019 15:48:36.909,8 Sep 2019 16:20:04.645,1887.736
688,8 Sep 2019 18:09:22.384,8 Sep 2019 18:32:56.628,1414.243
689,9 Sep 2019 04:42:04.869,9 Sep 2019 05:04:52.897,1368.028
690,9 Sep 2019 06:54:29.701,9 Sep 2019 07:25:42.630,1872.929
691,9 Sep 2019 09:13:23.747,9 Sep 2019 09:46:06.755,1963.007
692,9 Sep 2019 11:35:46.499,9 Sep 2019 12:07:55.204,1928.705
693,9 Sep 2019 13:57:22.097,9 Sep 2019 14:30:08.843,1966.746
694,9 Sep 2019 16:17:26.590,9 Sep 2019 16:48:20.620,1854.030
695,9 Sep 2019 18:39:14.318,9 Sep 2019 18:58:42.735,1168.416
696,10 Sep 2019 05:07:54.503,10 Sep 2019 05:34:20.530,1586.027
697,10 Sep 2019 07:22:36.966,10 Sep 2019 07:54:37.837,1920.871
698,10 Sep 2019 09:42:35.147,10 Sep 2019 10:15:17.524,1962.377
699,10 Sep 2019 12:05:09.725,10 Sep 2019 12:37:17.476,1927.751
700,10 Sep 2019 14:26:18.030,10 Sep 2019 14:59:03.591,1965.562
701,10 Sep 2019 16:46:19.617,10 Sep 2019 17:15:41.303,1761.686
702,10 Sep 2019 19:10:27.943,10 Sep 2019 19:22:29.460,721.517
703,11 Sep 2019 03:33:52.973,11 Sep 2019 03:34:43.015,50.041
704,11 Sep 2019 03:34:47.368,11 Sep 2019 03:37:10.468,143.100
705,11 Sep 2019 05:34:44.155,11 Sep 2019 06:03:19.871,1715.716
706,11 Sep 2019 07:50:59.233,11 Sep 2019 08:23:24.898,1945.665
707,11 Sep 2019 10:12:01.214,11 Sep 2019 10:44:32.765,1951.551
708,11 Sep 2019 12:34:27.761,11 Sep 2019 13:06:57.253,1949.492
709,11 Sep 2019 14:55:09.846,11 Sep 2019 15:27:20.549,1930.702
710,11 Sep 2019 17:15:20.003,11 Sep 2019 17:42:37.726,1637.724
711,12 Sep 2019 03:52:45.602,12 Sep 2019 04:09:56.993,1031.392
712,12 Sep 2019 06:02:19.076,12 Sep 2019 06:32:14.224,1795.148
713,12 Sep 2019 08:19:34.433,12 Sep 2019 08:52:21.387,1966.954
714,12 Sep 2019 10:41:30.395,12 Sep 2019 11:13:55.334,1944.939
715,12 Sep 2019 13:03:38.505,12 Sep 2019 13:36:15.752,1957.247
716,12 Sep 2019 15:23:59.331,12 Sep 2019 15:55:32.876,1893.545
717,12 Sep 2019 17:44:34.196,12 Sep 2019 18:09:03.655,1469.459
718,13 Sep 2019 04:18:12.570,13 Sep 2019 04:40:03.727,1311.157
719,13 Sep 2019 06:30:07.366,13 Sep 2019 07:01:04.895,1857.528
720,13 Sep 2019 08:48:44.602,13 Sep 2019 09:21:25.193,1960.592
721,13 Sep 2019 11:10:58.926,13 Sep 2019 11:43:13.778,1934.851
722,13 Sep 2019 13:32:41.723,13 Sep 2019 14:05:26.478,1964.755
723,13 Sep 2019 15:52:48.631,13 Sep 2019 16:23:54.575,1865.943
724,13 Sep 2019 18:14:14.805,13 Sep 2019 18:35:09.988,1255.182
725,14 Sep 2019 04:44:06.051,14 Sep 2019 05:09:31.498,1525.447
726,14 Sep 2019 06:58:12.539,14 Sep 2019 07:29:58.516,1905.977
727,14 Sep 2019 09:17:52.862,14 Sep 2019 09:50:36.026,1963.164
728,14 Sep 2019 11:40:23.256,14 Sep 2019 12:12:30.453,1927.196
729,14 Sep 2019 14:01:39.043,14 Sep 2019 14:34:26.430,1967.387
730,14 Sep 2019 16:21:40.414,14 Sep 2019 16:51:32.476,1792.062
731,14 Sep 2019 18:44:56.160,14 Sep 2019 18:59:34.822,878.662
732,15 Sep 2019 05:10:32.955,15 Sep 2019 05:38:40.954,1687.999
733,15 Sep 2019 07:26:22.016,15 Sep 2019 07:58:49.221,1947.205
734,15 Sep 2019 09:47:12.897,15 Sep 2019 10:19:47.150,1954.253
735,15 Sep 2019 12:09:42.911,15 Sep 2019 12:42:05.550,1942.639
736,15 Sep 2019 14:30:31.815,15 Sep 2019 15:02:53.432,1941.617
737,15 Sep 2019 16:50:38.300,15 Sep 2019 17:18:31.589,1673.289
738,16 Sep 2019 03:29:37.028,16 Sep 2019 03:44:44.643,907.615
739,16 Sep 2019 05:38:03.470,16 Sep 2019 06:07:35.158,1771.688
740,16 Sep 2019 07:54:58.352,16 Sep 2019 08:27:41.212,1962.860
741,16 Sep 2019 10:16:41.673,16 Sep 2019 10:49:08.326,1946.654
742,16 Sep 2019 12:38:55.917,16 Sep 2019 13:11:31.359,1955.442
743,16 Sep 2019 14:59:21.738,16 Sep 2019 15:31:05.149,1903.411
744,16 Sep 2019 17:19:47.869,16 Sep 2019 17:45:09.312,1521.443
745,17 Sep 2019 03:54:19.120,17 Sep 2019 04:15:13.447,1254.327
746,17 Sep 2019 06:05:41.409,17 Sep 2019 06:36:27.326,1845.917
747,17 Sep 2019 08:23:59.534,17 Sep 2019 08:56:44.198,1964.664
748,17 Sep 2019 10:46:11.055,17 Sep 2019 11:18:27.577,1936.522
749,17 Sep 2019 13:08:00.912,17 Sep 2019 13:40:43.144,1962.233
750,17 Sep 2019 15:28:10.852,17 Sep 2019 15:59:26.091,1875.240
751,17 Sep 2019 17:49:19.362,17 Sep 2019 18:11:18.040,1318.678
752,18 Sep 2019 04:20:22.512,18 Sep 2019 04:44:44.748,1462.235
753,18 Sep 2019 06:33:45.570,18 Sep 2019 07:05:18.987,1893.416
754,18 Sep 2019 08:53:07.918,18 Sep 2019 09:25:49.325,1961.407
755,18 Sep 2019 11:15:36.421,18 Sep 2019 11:47:45.986,1929.565
756,18 Sep 2019 13:36:59.717,18 Sep 2019 14:09:47.943,1968.226
757,18 Sep 2019 15:57:01.653,18 Sep 2019 16:27:17.908,1816.255
758,18 Sep 2019 18:19:38.038,18 Sep 2019 18:36:33.918,1015.879
759,19 Sep 2019 04:46:20.828,19 Sep 2019 05:14:01.684,1660.856
760,19 Sep 2019 07:01:54.008,19 Sep 2019 07:34:13.484,1939.476
761,19 Sep 2019 09:22:25.130,19 Sep 2019 09:55:04.639,1959.510
762,19 Sep 2019 11:44:57.583,19 Sep 2019 12:17:12.597,1935.013
763,19 Sep 2019 14:05:53.572,19 Sep 2019 14:38:27.304,1953.732
764,19 Sep 2019 16:25:57.438,19 Sep 2019 16:54:21.941,1704.503
765,19 Sep 2019 18:53:19.473,19 Sep 2019 18:57:35.183,255.710
766,20 Sep 2019 03:06:46.136,20 Sep 2019 03:19:19.540,753.404
767,20 Sep 2019 05:13:45.326,20 Sep 2019 05:42:55.474,1750.148
768,20 Sep 2019 07:30:22.963,20 Sep 2019 08:03:02.516,1959.553
769,20 Sep 2019 09:51:53.061,20 Sep 2019 10:24:21.745,1948.684
770,20 Sep 2019 12:14:12.715,20 Sep 2019 12:46:46.267,1953.552
771,20 Sep 2019 14:34:44.082,20 Sep 2019 15:06:37.880,1913.798
772,20 Sep 2019 16:55:03.092,20 Sep 2019 17:21:08.546,1565.454
773,21 Sep 2019 03:30:26.329,21 Sep 2019 03:50:15.233,1188.904
774,21 Sep 2019 05:41:19.607,21 Sep 2019 06:11:49.452,1829.845
775,21 Sep 2019 07:59:13.138,21 Sep 2019 08:32:03.521,1970.383
776,21 Sep 2019 10:21:22.922,21 Sep 2019 10:53:44.288,1941.367
777,21 Sep 2019 12:43:19.639,21 Sep 2019 13:15:59.762,1960.123
778,21 Sep 2019 15:03:33.196,21 Sep 2019 15:34:56.417,1883.221
779,21 Sep 2019 17:24:27.118,21 Sep 2019 17:47:25.915,1378.797
780,22 Sep 2019 03:56:30.521,22 Sep 2019 04:19:57.677,1407.157
781,22 Sep 2019 06:09:16.568,22 Sep 2019 06:40:39.810,1883.242
782,22 Sep 2019 08:28:25.448,22 Sep 2019 09:01:06.001,1960.553
783,22 Sep 2019 10:50:49.387,22 Sep 2019 11:22:55.620,1926.233
784,22 Sep 2019 13:12:20.023,22 Sep 2019 13:45:07.727,1967.704
785,22 Sep 2019 15:32:23.249,22 Sep 2019 16:03:04.811,1841.562
786,22 Sep 2019 17:54:28.446,22 Sep 2019 18:13:02.568,1114.122
787,23 Sep 2019 04:22:20.560,23 Sep 2019 04:49:20.055,1619.494
788,23 Sep 2019 06:37:26.366,23 Sep 2019 07:09:34.753,1928.387
789,23 Sep 2019 08:57:37.780,23 Sep 2019 09:30:18.831,1961.052
790,23 Sep 2019 11:20:11.808,23 Sep 2019 11:52:17.810,1926.002
791,23 Sep 2019 13:41:15.079,23 Sep 2019 14:13:57.902,1962.823
792,23 Sep 2019 16:01:17.285,23 Sep 2019 16:30:13.903,1736.618
793,23 Sep 2019 18:26:15.951,23 Sep 2019 18:36:05.252,589.301
794,24 Sep 2019 02:44:12.633,24 Sep 2019 02:53:29.872,557.239
795,24 Sep 2019 04:49:25.089,24 Sep 2019 05:18:16.889,1731.800
796,24 Sep 2019 07:05:53.102,24 Sep 2019 07:38:22.751,1949.650
797,24 Sep 2019 09:27:04.576,24 Sep 2019 09:59:35.753,1951.177
798,24 Sep 2019 11:49:28.698,24 Sep 2019 12:22:00.447,1951.749
799,24 Sep 2019 14:10:06.319,24 Sep 2019 14:42:09.618,1923.299
800,24 Sep 2019 16:30:19.626,24 Sep 2019 16:57:11.730,1612.104
801,25 Sep 2019 03:06:50.896,25 Sep 2019 03:25:12.605,1101.709
802,25 Sep 2019 05:17:01.686,25 Sep 2019 05:47:11.202,1809.516
803,25 Sep 2019 07:34:30.240,25 Sep 2019 08:07:20.743,1970.503
804,25 Sep 2019 09:56:34.340,25 Sep 2019 10:28:57.729,1943.389
805,25 Sep 2019 12:18:37.885,25 Sep 2019 12:51:16.214,1958.329
806,25 Sep 2019 14:38:55.597,25 Sep 2019 15:10:24.712,1889.116
807,25 Sep 2019 16:59:37.448,25 Sep 2019 17:23:27.714,1430.266
808,26 Sep 2019 03:32:39.149,26 Sep 2019 03:55:07.774,1348.626
809,26 Sep 2019 05:44:53.103,26 Sep 2019 06:16:01.016,1867.913
810,26 Sep 2019 08:03:42.139,26 Sep 2019 08:36:23.860,1961.721
811,26 Sep 2019 10:26:02.016,26 Sep 2019 10:58:12.049,1930.033
812,26 Sep 2019 12:47:39.933,26 Sep 2019 13:20:26.109,1966.176
813,26 Sep 2019 15:07:45.133,26 Sep 2019 15:38:43.239,1858.105
814,26 Sep 2019 17:29:25.470,26 Sep 2019 17:49:17.081,1191.611
815,27 Sep 2019 03:58:28.826,27 Sep 2019 04:24:36.994,1568.168
816,27 Sep 2019 06:12:59.432,27 Sep 2019 06:44:56.253,1916.821
817,27 Sep 2019 08:32:51.500,27 Sep 2019 09:05:34.882,1963.382
818,27 Sep 2019 10:55:25.615,27 Sep 2019 11:27:35.327,1929.712
819,27 Sep 2019 13:16:36.303,27 Sep 2019 13:49:22.533,1966.230
820,27 Sep 2019 15:36:37.732,27 Sep 2019 16:06:09.846,1772.114
821,27 Sep 2019 18:00:27.116,27 Sep 2019 18:13:17.714,770.598
822,28 Sep 2019 04:25:12.236,28 Sep 2019 04:53:38.163,1705.927
823,28 Sep 2019 06:41:16.473,28 Sep 2019 07:13:43.912,1947.439
824,28 Sep 2019 09:02:17.346,28 Sep 2019 09:34:48.165,1950.818
825,28 Sep 2019 11:24:44.178,28 Sep 2019 11:57:11.301,1947.123
826,28 Sep 2019 13:45:28.412,28 Sep 2019 14:17:42.014,1933.603
827,28 Sep 2019 16:05:37.269,28 Sep 2019 16:33:06.220,1648.951
828,29 Sep 2019 02:43:30.632,29 Sep 2019 03:00:10.516,999.884
829,29 Sep 2019 04:52:45.579,29 Sep 2019 05:22:32.498,1786.918
830,29 Sep 2019 07:09:53.620,29 Sep 2019 07:42:39.163,1965.544
831,29 Sep 2019 09:31:45.472,29 Sep 2019 10:04:10.963,1945.490
832,29 Sep 2019 11:53:55.643,29 Sep 2019 12:26:32.340,1956.697
833,29 Sep 2019 14:14:18.020,29 Sep 2019 14:45:55.339,1897.319
834,29 Sep 2019 16:34:49.896,29 Sep 2019 16:59:38.625,1488.729
835,30 Sep 2019 03:08:46.411,30 Sep 2019 03:30:19.226,1292.815
836,30 Sep 2019 05:20:30.305,30 Sep 2019 05:51:23.618,1853.312
837,30 Sep 2019 07:39:01.243,30 Sep 2019 08:11:42.828,1961.585
838,30 Sep 2019 10:01:14.355,30 Sep 2019 10:33:29.776,1935.421
839,30 Sep 2019 12:22:59.421,30 Sep 2019 12:55:43.427,1964.006
840,30 Sep 2019 14:43:07.239,30 Sep 2019 15:14:16.500,1869.261
841,30 Sep 2019 17:04:27.376,30 Sep 2019 17:25:43.646,1276.270
842,1 Oct 2019 03:34:41.108,1 Oct 2019 03:59:45.696,1504.588
843,1 Oct 2019 05:48:35.672,1 Oct 2019 06:20:16.540,1900.869
844,1 Oct 2019 08:08:08.079,1 Oct 2019 08:40:52.797,1964.717
845,1 Oct 2019 10:30:39.025,1 Oct 2019 11:02:45.885,1926.861
846,1 Oct 2019 12:51:57.211,1 Oct 2019 13:24:45.025,1967.814
847,1 Oct 2019 15:11:58.680,1 Oct 2019 15:41:57.715,1799.035
848,1 Oct 2019 17:35:00.922,1 Oct 2019 17:50:35.777,934.855
849,2 Oct 2019 04:00:59.514,2 Oct 2019 04:28:59.147,1679.633
850,2 Oct 2019 06:16:43.744,2 Oct 2019 06:49:08.655,1944.910
851,2 Oct 2019 08:37:28.282,2 Oct 2019 09:10:04.201,1955.920
852,2 Oct 2019 10:59:59.167,2 Oct 2019 11:32:20.596,1941.429
853,2 Oct 2019 13:20:50.316,2 Oct 2019 13:53:16.025,1945.709
854,2 Oct 2019 15:40:55.851,2 Oct 2019 16:08:59.379,1683.528
855,3 Oct 2019 02:20:28.264,3 Oct 2019 02:34:50.220,861.956
856,3 Oct 2019 04:28:29.144,3 Oct 2019 04:57:53.245,1764.101
857,3 Oct 2019 06:45:17.741,3 Oct 2019 07:17:59.513,1961.772
858,3 Oct 2019 09:06:56.820,3 Oct 2019 09:39:24.064,1947.244
859,3 Oct 2019 11:29:12.896,3 Oct 2019 12:01:47.717,1954.821
860,3 Oct 2019 13:49:40.410,3 Oct 2019 14:21:27.009,1906.599
861,3 Oct 2019 16:10:04.095,3 Oct 2019 16:35:40.015,1535.920
862,4 Oct 2019 02:44:51.342,4 Oct 2019 03:05:26.009,1234.667
863,4 Oct 2019 04:56:04.774,4 Oct 2019 05:26:45.957,1841.183
864,4 Oct 2019 07:14:15.602,4 Oct 2019 07:47:01.846,1966.244
865,4 Oct 2019 09:36:26.341,4 Oct 2019 10:08:45.498,1939.157
866,4 Oct 2019 11:58:18.463,4 Oct 2019 12:30:59.873,1961.410
867,4 Oct 2019 14:18:29.502,4 Oct 2019 14:49:47.262,1877.759
868,4 Oct 2019 16:39:33.037,4 Oct 2019 17:01:51.476,1338.440
869,5 Oct 2019 03:10:55.151,5 Oct 2019 03:35:01.021,1445.870
870,5 Oct 2019 05:24:06.791,5 Oct 2019 05:55:37.126,1890.335
871,5 Oct 2019 07:43:26.142,5 Oct 2019 08:16:03.778,1957.637
872,5 Oct 2019 10:05:52.120,5 Oct 2019 10:38:02.017,1929.896
873,5 Oct 2019 12:27:17.770,5 Oct 2019 13:00:06.099,1968.329
874,5 Oct 2019 14:47:20.040,5 Oct 2019 15:17:44.874,1824.834
875,5 Oct 2019 17:09:45.604,5 Oct 2019 17:27:13.910,1048.305
876,6 Oct 2019 03:36:49.351,6 Oct 2019 04:04:19.168,1649.817
877,6 Oct 2019 05:52:16.077,6 Oct 2019 06:24:31.773,1935.695
878,6 Oct 2019 08:12:40.640,6 Oct 2019 08:45:21.750,1961.110
879,6 Oct 2019 10:35:13.694,6 Oct 2019 11:07:24.733,1931.039
880,6 Oct 2019 12:56:11.996,6 Oct 2019 13:28:49.103,1957.107
881,6 Oct 2019 15:16:15.228,6 Oct 2019 15:44:49.627,1714.398
882,6 Oct 2019 17:42:31.927,6 Oct 2019 17:49:19.128,407.201
883,7 Oct 2019 01:57:41.286,7 Oct 2019 02:09:13.243,691.957
884,7 Oct 2019 04:04:08.371,7 Oct 2019 04:33:13.810,1745.439
885,7 Oct 2019 06:20:42.111,7 Oct 2019 06:53:20.794,1958.683
886,7 Oct 2019 08:42:08.238,7 Oct 2019 09:14:37.723,1949.485
887,7 Oct 2019 11:04:29.412,7 Oct 2019 11:37:02.412,1952.999
888,7 Oct 2019 13:25:02.724,7 Oct 2019 13:56:59.080,1916.356
889,7 Oct 2019 15:45:19.760,7 Oct 2019 16:11:40.716,1580.956
890,8 Oct 2019 02:21:01.938,8 Oct 2019 02:40:25.909,1163.970
891,8 Oct 2019 04:31:45.171,8 Oct 2019 05:02:07.972,1822.801
892,8 Oct 2019 06:49:28.744,8 Oct 2019 07:22:21.222,1972.477
893,8 Oct 2019 09:11:38.201,8 Oct 2019 09:44:00.996,1942.795
894,8 Oct 2019 11:33:37.041,8 Oct 2019 12:06:16.531,1959.490
895,8 Oct 2019 13:53:51.869,8 Oct 2019 14:25:17.440,1885.571
896,8 Oct 2019 16:14:41.676,8 Oct 2019 16:37:57.725,1396.050
897,9 Oct 2019 02:47:03.293,9 Oct 2019 03:10:12.305,1389.012
898,9 Oct 2019 04:59:39.649,9 Oct 2019 05:30:58.047,1878.398
899,9 Oct 2019 07:18:40.820,9 Oct 2019 07:51:23.556,1962.736
900,9 Oct 2019 09:41:04.975,9 Oct 2019 10:13:12.498,1927.524
901,9 Oct 2019 12:02:37.952,9 Oct 2019 12:35:25.264,1967.311
902,9 Oct 2019 14:22:41.737,9 Oct 2019 14:53:30.054,1848.318
903,9 Oct 2019 16:44:38.377,9 Oct 2019 17:03:42.551,1144.174
904,10 Oct 2019 03:12:53.216,10 Oct 2019 03:39:37.268,1604.051
905,10 Oct 2019 05:27:48.302,10 Oct 2019 05:59:53.124,1924.821
906,10 Oct 2019 07:47:53.441,10 Oct 2019 08:20:35.024,1961.583
907,10 Oct 2019 10:10:27.788,10 Oct 2019 10:42:33.512,1925.724
908,10 Oct 2019 12:31:33.417,10 Oct 2019 13:04:18.046,1964.629
909,10 Oct 2019 14:51:35.280,10 Oct 2019 15:20:44.101,1748.821
910,10 Oct 2019 17:16:08.127,10 Oct 2019 17:26:58.915,650.788
911,11 Oct 2019 01:35:21.851,11 Oct 2019 01:43:15.866,474.015
912,11 Oct 2019 03:39:49.833,11 Oct 2019 04:08:35.237,1725.404
913,11 Oct 2019 05:56:14.135,11 Oct 2019 06:28:40.670,1946.535
914,11 Oct 2019 08:17:19.835,11 Oct 2019 08:49:51.313,1951.478
915,11 Oct 2019 10:39:45.221,11 Oct 2019 11:12:15.837,1950.616
916,11 Oct 2019 13:00:24.920,11 Oct 2019 13:32:31.893,1926.972
917,11 Oct 2019 15:20:36.671,11 Oct 2019 15:47:42.957,1626.286
918,12 Oct 2019 01:57:32.836,12 Oct 2019 02:15:18.163,1065.327
919,12 Oct 2019 04:07:26.310,12 Oct 2019 04:37:29.586,1803.276
920,12 Oct 2019 06:24:49.084,12 Oct 2019 06:57:37.563,1968.479
921,12 Oct 2019 08:46:49.414,12 Oct 2019 09:19:13.756,1944.343
922,12 Oct 2019 11:08:55.136,12 Oct 2019 11:41:32.969,1957.833
923,12 Oct 2019 13:29:14.286,12 Oct 2019 14:00:44.487,1890.201
924,12 Oct 2019 15:49:52.731,12 Oct 2019 16:14:00.779,1448.048
925,13 Oct 2019 02:23:11.782,13 Oct 2019 02:45:22.422,1330.639
926,13 Oct 2019 04:35:16.942,13 Oct 2019 05:06:19.788,1862.845
927,13 Oct 2019 06:54:00.648,13 Oct 2019 07:26:41.373,1960.725
928,13 Oct 2019 09:16:17.505,13 Oct 2019 09:48:30.445,1932.939
929,13 Oct 2019 11:37:57.730,13 Oct 2019 12:10:43.271,1965.540
930,13 Oct 2019 13:58:03.699,13 Oct 2019 14:29:05.644,1861.945
931,13 Oct 2019 16:19:37.118,13 Oct 2019 16:40:01.117,1223.999
932,14 Oct 2019 02:49:03.332,14 Oct 2019 03:14:51.529,1548.197
933,14 Oct 2019 05:03:22.631,14 Oct 2019 05:35:14.275,1911.644
934,14 Oct 2019 07:23:10.539,14 Oct 2019 07:55:52.561,1962.022
935,14 Oct 2019 09:45:41.456,14 Oct 2019 10:17:50.143,1928.687
936,14 Oct 2019 12:06:54.543,14 Oct 2019 12:39:41.362,1966.818
937,14 Oct 2019 14:26:55.897,14 Oct 2019 14:56:38.741,1782.844
938,14 Oct 2019 16:50:28.472,14 Oct 2019 17:04:05.125,816.653
939,15 Oct 2019 03:15:39.490,15 Oct 2019 03:43:56.429,1696.939
940,15 Oct 2019 05:31:34.696,15 Oct 2019 06:04:03.344,1948.648
941,15 Oct 2019 07:52:32.083,15 Oct 2019 08:25:04.396,1952.314
942,15 Oct 2019 10:15:00.536,15 Oct 2019 10:47:24.979,1944.443
943,15 Oct 2019 12:35:46.956,15 Oct 2019 13:08:03.969,1937.012
944,15 Oct 2019 14:55:54.632,15 Oct 2019 15:23:35.129,1660.497
945,16 Oct 2019 01:34:17.797,16 Oct 2019 01:50:18.424,960.627
946,16 Oct 2019 03:43:10.671,16 Oct 2019 04:12:50.715,1780.044
947,16 Oct 2019 06:00:12.905,16 Oct 2019 06:32:56.979,1964.074
948,16 Oct 2019 08:22:00.612,16 Oct 2019 08:54:26.634,1946.022
949,16 Oct 2019 10:44:12.737,16 Oct 2019 11:16:48.849,1956.112
950,16 Oct 2019 13:04:36.703,16 Oct 2019 13:36:17.187,1900.484
951,16 Oct 2019 15:25:05.774,16 Oct 2019 15:50:10.553,1504.779
952,17 Oct 2019 01:59:19.279,17 Oct 2019 02:20:34.546,1275.267
953,17 Oct 2019 04:10:52.273,17 Oct 2019 04:41:42.312,1850.038
954,17 Oct 2019 06:29:17.324,17 Oct 2019 07:02:00.376,1963.052
955,17 Oct 2019 08:51:29.763,17 Oct 2019 09:23:43.811,1934.048
956,17 Oct 2019 11:13:17.078,17 Oct 2019 11:46:00.277,1963.199
957,17 Oct 2019 13:33:25.861,17 Oct 2019 14:04:38.170,1872.309
958,17 Oct 2019 15:54:40.329,17 Oct 2019 16:16:17.170,1296.841
959,18 Oct 2019 02:25:17.681,18 Oct 2019 02:50:02.255,1484.574
960,18 Oct 2019 04:38:57.609,18 Oct 2019 05:10:34.600,1896.990
961,18 Oct 2019 06:58:24.072,18 Oct 2019 07:31:09.273,1965.202
962,18 Oct 2019 09:20:54.751,18 Oct 2019 09:53:02.720,1927.969
963,18 Oct 2019 11:42:15.342,18 Oct 2019 12:15:03.406,1968.064
964,18 Oct 2019 14:02:16.986,18 Oct 2019 14:32:23.554,1806.568
965,18 Oct 2019 16:25:06.573,18 Oct 2019 16:41:23.468,976.896
966,19 Oct 2019 02:51:26.402,19 Oct 2019 03:19:17.301,1670.899
967,19 Oct 2019 05:07:04.978,19 Oct 2019 05:39:28.080,1943.102
968,19 Oct 2019 07:27:43.705,19 Oct 2019 08:00:21.371,1957.667
969,19 Oct 2019 09:50:15.382,19 Oct 2019 10:22:34.071,1938.689
970,19 Oct 2019 12:11:08.793,19 Oct 2019 12:43:38.419,1949.626
971,19 Oct 2019 14:31:13.483,19 Oct 2019 14:59:26.192,1692.709
972,20 Oct 2019 01:11:21.875,20 Oct 2019 01:24:57.967,816.091
973,20 Oct 2019 03:18:53.873,20 Oct 2019 03:48:11.265,1757.392
974,20 Oct 2019 05:35:37.238,20 Oct 2019 06:08:17.840,1960.602
975,20 Oct 2019 07:57:11.979,20 Oct 2019 08:29:39.842,1947.863
976,20 Oct 2019 10:19:29.775,20 Oct 2019 10:52:04.000,1954.226
977,20 Oct 2019 12:39:59.074,20 Oct 2019 13:11:49.183,1910.109
978,20 Oct 2019 15:00:20.467,20 Oct 2019 15:26:09.954,1549.487
979,21 Oct 2019 01:35:24.201,21 Oct 2019 01:55:38.154,1213.953
980,21 Oct 2019 03:46:27.738,21 Oct 2019 04:17:04.556,1836.818
981,21 Oct 2019 06:04:31.291,21 Oct 2019 06:37:19.539,1968.248
982,21 Oct 2019 08:26:41.647,21 Oct 2019 08:59:01.513,1939.866
983,21 Oct 2019 10:48:35.973,21 Oct 2019 11:21:16.776,1960.804
984,21 Oct 2019 13:08:48.168,21 Oct 2019 13:40:08.519,1880.350
985,21 Oct 2019 15:29:47.015,21 Oct 2019 15:52:24.730,1357.715
986,22 Oct 2019 02:01:28.315,22 Oct 2019 02:25:16.906,1428.591
987,22 Oct 2019 04:14:27.758,22 Oct 2019 04:45:55.296,1887.538
988,22 Oct 2019 06:33:43.152,22 Oct 2019 07:06:21.733,1958.581
989,22 Oct 2019 08:56:07.788,22 Oct 2019 09:28:16.814,1929.025
990,22 Oct 2019 11:17:35.783,22 Oct 2019 11:50:23.854,1968.071
991,22 Oct 2019 13:37:38.462,22 Oct 2019 14:08:11.131,1832.669
992,22 Oct 2019 15:59:54.022,22 Oct 2019 16:17:54.291,1080.269
993,23 Oct 2019 02:27:20.460,23 Oct 2019 02:54:36.569,1636.109
994,23 Oct 2019 04:42:37.848,23 Oct 2019 05:14:50.094,1932.246
995,23 Oct 2019 07:02:56.196,23 Oct 2019 07:35:37.530,1961.334
996,23 Oct 2019 09:25:29.763,23 Oct 2019 09:57:38.417,1928.654
997,23 Oct 2019 11:46:30.393,23 Oct 2019 12:19:10.433,1960.040
998,23 Oct 2019 14:06:33.088,23 Oct 2019 14:35:17.469,1724.381
999,23 Oct 2019 16:32:07.375,23 Oct 2019 16:40:37.565,510.190
1000,24 Oct 2019 00:48:38.813,24 Oct 2019 00:59:13.629,634.816
1001,24 Oct 2019 02:54:33.094,24 Oct 2019 03:23:32.200,1739.106
1002,24 Oct 2019 05:11:04.069,24 Oct 2019 05:43:38.621,1954.552
1003,24 Oct 2019 07:32:23.432,24 Oct 2019 08:04:53.759,1950.327
1004,24 Oct 2019 09:54:46.037,24 Oct 2019 10:27:18.495,1952.458
1005,24 Oct 2019 12:15:21.355,24 Oct 2019 12:47:20.620,1919.266
1006,24 Oct 2019 14:35:36.557,24 Oct 2019 15:02:13.359,1596.802
1007,25 Oct 2019 01:11:40.731,25 Oct 2019 01:30:36.630,1135.899
1008,25 Oct 2019 03:22:09.881,25 Oct 2019 03:52:26.450,1816.569
1009,25 Oct 2019 05:39:45.635,25 Oct 2019 06:12:37.884,1972.249
1010,25 Oct 2019 08:01:53.344,25 Oct 2019 08:34:16.062,1942.718
1011,25 Oct 2019 10:23:54.402,25 Oct 2019 10:56:33.289,1958.886
1012,25 Oct 2019 12:44:10.552,25 Oct 2019 13:15:38.109,1887.557
1013,25 Oct 2019 15:04:56.481,25 Oct 2019 15:28:28.730,1412.248
1014,26 Oct 2019 01:37:36.529,26 Oct 2019 02:00:27.003,1370.473
1015,26 Oct 2019 03:50:02.800,26 Oct 2019 04:21:16.323,1873.523
1016,26 Oct 2019 06:08:57.603,26 Oct 2019 06:41:40.596,1962.993
1017,26 Oct 2019 08:31:20.534,26 Oct 2019 09:03:29.127,1928.593
1018,26 Oct 2019 10:52:55.844,26 Oct 2019 11:25:42.649,1966.805
1019,26 Oct 2019 13:13:00.252,26 Oct 2019 13:43:53.766,1853.514
1020,26 Oct 2019 15:34:48.915,26 Oct 2019 15:54:14.628,1165.714
